,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
205197,1275664,2019,NC0010000,Alamance,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",15-DEC-19,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Government/Public Building,Anti-Black or African American,Individual,S,S
205198,1275666,2019,NC0010000,Alamance,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",27-OCT-19,2.0,0.0,0,,,Unknown,Unknown,2,Intimidation,2.0,Residence/Home,Anti-White,Individual,S,S
205199,1325884,2019,NC0010100,Burlington,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",27-AUG-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Lesbian (Female),Individual,S,S
205200,922747,2019,NC0010200,Elon,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",27-SEP-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
205201,1158845,2019,NC0010200,Elon,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",23-FEB-19,0.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
205202,1265197,2019,NC0010200,Elon,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",09-OCT-19,0.0,1.0,0,,,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property;Weapon Law Violations,1.0,Residence/Home,Anti-Jewish,Individual;Society/Public,M,S
205203,1016694,2019,NC0010300,Graham,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",29-JUN-19,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-White,Individual,S,S
205204,1248550,2019,NC0010400,Mebane,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",14-JUN-19,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
205205,1330272,2019,NC0010400,Mebane,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",28-DEC-19,2.0,0.0,2,2.0,0.0,Multiple,Unknown,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
205206,946321,2019,NC0020100,Taylorsville,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",11-MAR-19,0.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,All Other Larceny,0.0,Convenience Store,Anti-Sikh,Business,S,S
205207,1181080,2019,NC0050000,Ashe,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",22-MAY-19,0.0,0.0,2,0.0,2.0,White,Not Hispanic or Latino,1,Arson,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
205208,1265216,2019,NC0060000,Avery,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",27-SEP-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
205209,1265223,2019,NC0060000,Avery,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",07-JUN-19,3.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,3,Intimidation,3.0,Church/Synagogue/Temple/Mosque,"Anti-Multiple Religions, Group",Individual,S,S
205210,1273942,2019,NC0070100,Washington,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",26-OCT-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
205211,620998,2019,NC0100200,Shallotte,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",09-AUG-19,0.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,2,Shoplifting,0.0,Other/Unknown,Anti-Sikh,Business,S,S
205212,691849,2019,NC0101300,Leland,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",11-MAY-19,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
205213,691851,2019,NC0101300,Leland,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",11-MAY-19,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
205214,691852,2019,NC0101300,Leland,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",10-JUL-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Department/Discount Store,Anti-Black or African American,Individual,S,S
205215,691853,2019,NC0101300,Leland,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",11-MAY-19,0.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Black or African American,Government,S,S
205216,1290864,2019,NC0110000,Buncombe,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",16-AUG-19,1.0,0.0,2,2.0,0.0,Multiple,Unknown,1,Intimidation,1.0,Service/Gas Station,Anti-Gay (Male),Individual,S,S
205217,1290867,2019,NC0110000,Buncombe,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",18-NOV-19,1.0,0.0,2,2.0,0.0,Multiple,Not Hispanic or Latino,1,Robbery,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual,S,S
205218,1290870,2019,NC0110000,Buncombe,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",30-JUL-19,0.0,0.0,1,1.0,0.0,White,Unknown,1,Credit Card/Automated Teller Machine Fraud,0.0,Commercial/Office Building,Anti-White,Business,S,S
205219,1318714,2019,NC0110000,Buncombe,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",16-APR-19,1.0,0.0,0,,,Unknown,Unknown,1,Burglary/Breaking & Entering,1.0,Restaurant,Anti-Asian,Individual,S,S
205220,1318716,2019,NC0110000,Buncombe,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",31-MAY-19,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
205221,1318717,2019,NC0110000,Buncombe,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",27-MAY-19,0.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Jewish,Business,S,S
205222,1338502,2019,NC0110100,Asheville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",13-DEC-19,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,Anti-Jewish,Individual,S,S
205223,1338505,2019,NC0110100,Asheville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",09-AUG-19,0.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Business,S,S
205224,1338506,2019,NC0110100,Asheville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",17-JUN-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,2,Destruction/Damage/Vandalism of Property,1.0,Restaurant,Anti-Jewish,Business;Individual,M,S
205225,1338508,2019,NC0110100,Asheville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",15-APR-19,1.0,0.0,0,,,Unknown,Unknown,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Hispanic or Latino,Individual,S,S
205226,1338512,2019,NC0110100,Asheville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",09-DEC-19,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
205227,1338521,2019,NC0110100,Asheville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",05-MAR-19,0.0,1.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Arena/Stadium/Fairgrounds/Coliseum,Anti-Gay (Male),Individual,S,S
205228,1338526,2019,NC0110100,Asheville,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",20-FEB-19,1.0,0.0,1,1.0,0.0,White,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
205229,506620,2019,NC0110300,Biltmore Forest,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",11-MAR-19,1.0,0.0,0,,,Unknown,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
205230,1171828,2019,NC0120000,Burke,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",19-FEB-19,0.0,1.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Black or African American,Individual,S,S
205231,1171829,2019,NC0120000,Burke,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",14-NOV-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
205232,1171830,2019,NC0120000,Burke,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",17-JUL-19,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
205233,1248713,2019,NC0120100,Morganton,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",02-APR-19,0.0,0.0,0,,,Unknown,Unknown,2,Burglary/Breaking & Entering;Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Business,M,S
205234,1273959,2019,NC0130000,Cabarrus,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",14-MAR-19,0.0,1.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Intimidation,1.0,School-Elementary/Secondary,"Anti-Multiple Religions, Group",Individual,S,S
205235,1251549,2019,NC0140000,Caldwell,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",26-FEB-19,0.0,1.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Physical Disability,Individual,S,S
205236,1251555,2019,NC0140000,Caldwell,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",17-NOV-19,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
205237,1251563,2019,NC0140200,Lenoir,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",04-SEP-19,4.0,0.0,0,,,Unknown,Unknown,4,Destruction/Damage/Vandalism of Property,4.0,Parking/Drop Lot/Garage,Anti-Hispanic or Latino,Individual,S,S
205238,1325905,2019,NC0160000,Carteret,,County,NC,North Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",15-APR-19,1.0,0.0,1,1.0,0.0,White,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
205239,1051696,2019,NC0160100,Beaufort,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",24-JUN-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
205240,1051697,2019,NC0160100,Beaufort,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",24-JUN-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
205241,1095986,2019,NC0160100,Beaufort,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",19-FEB-19,0.0,1.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
205242,1038129,2019,NC0170000,Caswell,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",12-MAY-19,2.0,0.0,2,2.0,0.0,Black or African American,Not Hispanic or Latino,2,Theft From Motor Vehicle,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
205243,1038131,2019,NC0170000,Caswell,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",20-MAY-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-American Indian or Alaska Native,Individual,S,S
205244,1038136,2019,NC0170000,Caswell,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",09-MAY-19,1.0,0.0,1,0.0,1.0,White,Not Hispanic or Latino,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Black or African American,Individual,S,S
205245,1251590,2019,NC0170000,Caswell,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",05-SEP-19,1.0,0.0,1,1.0,0.0,Unknown,Not Hispanic or Latino,1,Intimidation,1.0,Government/Public Building,Anti-White,Individual,S,S
205246,1251626,2019,NC0170000,Caswell,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",21-JUL-19,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Field/Woods,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
205247,1318728,2019,NC0180100,Conover,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",14-SEP-19,0.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,All Other Larceny,0.0,Other/Unknown,"Anti-Eastern Orthodox (Russian, Greek, Other)",Business,S,S
205248,1318732,2019,NC0180100,Conover,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",14-SEP-19,0.0,0.0,2,2.0,0.0,White,Not Hispanic or Latino,1,All Other Larceny,0.0,Other/Unknown,"Anti-Eastern Orthodox (Russian, Greek, Other)",Business,S,S
205249,1330353,2019,NC0180200,Hickory,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",07-MAY-19,2.0,0.0,1,1.0,0.0,Black or African American,Unknown,2,Burglary/Breaking & Entering,2.0,Residence/Home,Anti-Gay (Male),Individual,S,S
205250,1330356,2019,NC0180200,Hickory,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",14-AUG-19,0.0,3.0,1,1.0,0.0,White,Not Hispanic or Latino,3,Intimidation,3.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
205251,1330358,2019,NC0180200,Hickory,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",18-SEP-19,0.0,1.0,1,0.0,1.0,White,Unknown,1,Intimidation,1.0,Cyberspace,Anti-Gay (Male),Individual,S,S
205252,1251630,2019,NC0180400,Newton,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",24-DEC-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
205253,1266735,2019,NC0180700,Long View,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",14-JAN-19,2.0,0.0,2,2.0,0.0,Unknown,Not Hispanic or Latino,1,Motor Vehicle Theft,2.0,Residence/Home,Anti-Hindu,Individual,S,S
205254,1313114,2019,NC0250000,Craven,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",08-OCT-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,Rest Area,Anti-Black or African American,Individual,S,S
205255,1318741,2019,NC0250000,Craven,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",10-JAN-19,0.0,1.0,1,0.0,1.0,Unknown,Not Hispanic or Latino,1,Intimidation,1.0,Amusement Park,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
205256,1318742,2019,NC0250000,Craven,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",03-MAY-19,1.0,2.0,1,1.0,0.0,White,Not Hispanic or Latino,3,Intimidation,3.0,Park/Playground,Anti-Black or African American,Individual,S,S
205257,1274182,2019,NC0250200,New Bern,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",27-DEC-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
205258,737550,2019,NC0260000,Cumberland,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",29-JAN-19,0.0,1.0,0,,,Unknown,Unknown,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
205259,738082,2019,NC0260000,Cumberland,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",26-MAY-19,0.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Industrial Site,Anti-Black or African American,Government,S,S
205260,1266968,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",15-MAR-19,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
205261,1338628,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",15-APR-19,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Intimidation,1.0,Convenience Store,Anti-White,Individual,S,S
205262,1338631,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",07-APR-19,2.0,0.0,2,2.0,0.0,Multiple,Not Hispanic or Latino,2,Simple Assault,2.0,Bar/Nightclub,Anti-Asian,Individual,S,S
205263,1338637,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",14-MAY-19,1.0,0.0,1,1.0,0.0,Black or African American,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-White,Individual,S,S
205264,1338644,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",10-JUN-19,1.0,0.0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
205265,1338706,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",21-AUG-19,1.0,0.0,0,,,Unknown,Unknown,1,Intimidation,1.0,Residence/Home,Anti-White,Individual,S,S
205266,1338709,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",10-OCT-19,1.0,0.0,0,,,Unknown,Unknown,1,Theft From Motor Vehicle,1.0,Parking/Drop Lot/Garage,Anti-Hispanic or Latino,Individual,S,S
205267,1338714,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",14-SEP-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Restaurant,Anti-Gay (Male),Individual,S,S
205268,1338715,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",01-AUG-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
205269,1338717,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",20-JUL-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Cyberspace,Anti-White,Individual,S,S
205270,1338722,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",07-OCT-19,1.0,0.0,1,1.0,0.0,White,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual,S,S
205271,1338726,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",28-SEP-19,0.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,2,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Black or African American,Business,S,S
205272,1338727,2019,NC0260100,Fayetteville,,City,NC,North Carolina,South Atlantic,South,2,"Cities from 100,000 thru 249,999",05-NOV-19,2.0,0.0,0,,,Unknown,Unknown,2,Intimidation,2.0,Community Center,Anti-Black or African American,Individual,S,S
205273,1096059,2019,NC0260200,Hope Mills,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",22-JUN-19,1.0,0.0,1,1.0,0.0,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
205274,1181518,2019,NC0270000,Currituck,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",19-MAY-19,1.0,0.0,1,1.0,0.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
